number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link
40292,5-HT6,HTR6,1206,MESULERGINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,64795-35-3,,3H-LSD,RAT,CLONED,,1584.8931924611,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40293,5-HT6,HTR6,1230,METHYSERGIDE,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,361-37-5,,3H-LSD,RAT,CLONED,,398.1071705535,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40294,5-HT6,HTR6,1209,METERGOLINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,17692-51-2,,3H-LSD,RAT,CLONED,,31.622776601684,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40295,5-HT6,HTR6,288,AMITRIPTYLINE,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,50-48-6,,3H-LSD,RAT,CLONED,,63.095734448019,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40296,5-HT6,HTR6,290,AMOXAPINE,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,14028-44-5,,3H-LSD,RAT,CLONED,,6.3095734448019,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40297,5-HT6,HTR6,513,CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,50-53-3,167745.0,3H-LSD,RAT,CLONED,,3.981071705535,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40298,5-HT6,HTR6,515,CHLORPROTHIXENE,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,113-59-7,18720.0,3H-LSD,RAT,CLONED,,3.1622776601684,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40299,5-HT6,HTR6,837,FLUPHENAZINE,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,69-23-8,,3H-LSD,RAT,CLONED,,15.848931924611,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40300,5-HT6,HTR6,1090,LOXAPINE,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,1977-10-2,,3H-LSD,RAT,CLONED,,15.848931924611,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40301,5-HT6,HTR6,1235,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,24219-97-4,,3H-LSD,RAT,CLONED,,50.118723362727,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40302,5-HT6,HTR6,1456,PERPHENAZINE,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,58-39-9,150866.0,3H-LSD,RAT,CLONED,,15.848931924611,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40303,5-HT6,HTR6,1739,SPIPERONE,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,749-02-0,170983.0,3H-LSD,RAT,CLONED,,1584.8931924611,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40304,5-HT6,HTR6,1849,THIORIDAZINE,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,50-52-2,,3H-LSD,RAT,CLONED,,6.3095734448019,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40305,5-HT6,HTR6,1014,KETANSERIN,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,74050-98-9,,3H-LSD,RAT,CLONED,>,10000.0,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40306,5-HT6,HTR6,1219,METHIOTHEPIN,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,19728-88-2,,3H-LSD,RAT,CLONED,,1.9952623149689,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40307,5-HT6,HTR6,1602,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,87051-43-2,,3H-LSD,RAT,CLONED,,39.81071705535,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40308,5-HT7,HTR7,1206,MESULERGINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,64795-35-3,,3H-LSD,RAT,CLONED,,6.3095734448019,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40309,5-HT7,HTR7,1230,METHYSERGIDE,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,361-37-5,,3H-LSD,RAT,CLONED,,12.589254117942,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40310,5-HT7,HTR7,1209,METERGOLINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,17692-51-2,,3H-LSD,RAT,CLONED,,1.9952623149689,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40311,5-HT7,HTR7,288,AMITRIPTYLINE,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,50-48-6,,3H-LSD,RAT,CLONED,,125.89254117942,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40312,5-HT7,HTR7,290,AMOXAPINE,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,14028-44-5,,3H-LSD,RAT,CLONED,,39.81071705535,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40313,5-HT7,HTR7,513,CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,50-53-3,167745.0,3H-LSD,RAT,CLONED,,19.952623149689,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40314,5-HT7,HTR7,515,CHLORPROTHIXENE,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,113-59-7,18720.0,3H-LSD,RAT,CLONED,,5.0118723362727,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40315,5-HT7,HTR7,837,FLUPHENAZINE,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,69-23-8,,3H-LSD,RAT,CLONED,,7.9432823472428,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40316,5-HT7,HTR7,1090,LOXAPINE,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,1977-10-2,,3H-LSD,RAT,CLONED,,39.81071705535,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40317,5-HT7,HTR7,1235,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,24219-97-4,,3H-LSD,RAT,CLONED,,100.0,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40318,5-HT7,HTR7,1456,PERPHENAZINE,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,58-39-9,150866.0,3H-LSD,RAT,CLONED,,25.118864315096,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40319,5-HT7,HTR7,1739,SPIPERONE,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,749-02-0,170983.0,3H-LSD,RAT,CLONED,,10.0,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40320,5-HT7,HTR7,1849,THIORIDAZINE,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,50-52-2,,3H-LSD,RAT,CLONED,,63.095734448019,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40321,5-HT7,HTR7,1014,KETANSERIN,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,74050-98-9,,3H-LSD,RAT,CLONED,,199.52623149689,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40322,5-HT7,HTR7,1219,METHIOTHEPIN,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,19728-88-2,,3H-LSD,RAT,CLONED,,1.0,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40323,5-HT7,HTR7,1602,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,87051-43-2,,3H-LSD,RAT,CLONED,,19.952623149689,"Glusa E, et al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10821800&query_hl=3
40503,5-HT2B,HTR2B,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,Functional,HUMAN,CLONED,,63.095734448019,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40504,5-HT2B,HTR2B,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,Functional,RAT,CLONED,,12.589254117942,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40505,5-HT2C,HTR2C,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,Functional,HUMAN,CLONED,,501.18723362727,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40506,5-HT2C,HTR2C,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,CLONED,,125.89254117942,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40507,5-HT2A,HTR2A,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,Functional,HUMAN,CLONED,,100.0,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40508,5-HT2A,HTR2A,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,CLONED,,251.18864315096,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40509,5-HT1A,HTR1A,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,CORTEX,,1258.9254117942,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40510,5-HT1B,HTR1B,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,HUMAN,CLONED,,125.89254117942,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40511,5-HT1D,HTR1D,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,HUMAN,CLONED,,630.95734448019,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40512,5-HT1E,HTR1E,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,HUMAN,CLONED,,3162.2776601684,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40513,5-HT1F,HTR1F,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,3H-5HT,HUMAN,CLONED,,7943.2823472428,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40514,5-HT3,HTR3A,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,CORTEX,,316.22776601684,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40515,5-HT4,HTR4,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,esophagus,>,10000.0,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40516,5-HT6,HTR6,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,HUMAN,CLONED,,398.1071705535,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40517,5-HT7,HTR7,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,3H-5CT,HUMAN,CLONED,,3162.2776601684,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40518,5-HT7,HTR7,456,BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,5311036,,UNDEFINED,RAT,UNDEFINED,,1000.0,"Kennett GA, et al., 1997a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9144661&query_hl=8
40603,5-HT1D,HTR1D,1600,9-OH-risperidone,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,115237,,3H-GR-125743,HUMAN,CLONED,,15.01,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40604,5-HT2B,HTR2B,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-LSD,HUMAN,CLONED,,41.5833,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40743,5-HT1A,HTR1A,5529,URB 597,,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40744,5-HT1B,HTR1B,5529,URB 597,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40745,5-HT1D,HTR1D,5529,URB 597,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40746,5-HT1E,HTR1E,5529,URB 597,,,,3H-5HT,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40747,5-HT2A,HTR2A,5529,URB 597,,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40748,5-HT2C,HTR2C,5529,URB 597,,,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40749,5-HT3,HTR3A,5529,URB 597,,,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40750,5-HT6,HTR6,5529,URB 597,,,,3H-LSD,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40751,5-HT7,HTR7,5529,URB 597,,,,3H-LSD,HUMAN,CLONED,>,10000.0,"Gobbi G, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16352709&query_hl=1
40801,5-HT1A,HTR1A,5531,"RWAY,(-)",,,,3H-8-OH-DPAT,HUMAN,CLONED,,0.6,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40802,5-HT1B,HTR1B,5531,"RWAY,(-)",,,,3H-GR-125743,HUMAN,CLONED,,444.7,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40803,5-HT1D,HTR1D,5531,"RWAY,(-)",,,,3H-GR-125743,HUMAN,CLONED,,9.487,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40804,5-HT2A,HTR2A,5531,"RWAY,(-)",,,,3H-KETANSERIN,HUMAN,CLONED,,147.5,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40805,5-HT2C,HTR2C,5531,"RWAY,(-)",,,,3H-MESULERGINE,RAT,CLONED,,1682.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40807,5-HT7,HTR7,5531,"RWAY,(-)",,,,3H-LSD,HUMAN,CLONED,,65.4,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40808,5-HT2B,HTR2B,5531,"RWAY,(-)",,,,3H-LSD,HUMAN,CLONED,,7.2,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
40931,5-HT6,HTR6,5566,piperazinoindole,,,,3H-LSD,HUMAN,CLONED,,2700.0,"Pullagurla M, et al., 2005",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16183286&query_hl=3&itool=pubmed_docsum
41365,5-HT1A,HTR1A,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,1.36,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41366,5-HT2A,HTR2A,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-KETANSERIN,HUMAN,CLONED,,41.5,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41367,5-HT2C,HTR2C,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-MESULERGINE,RAT,CLONED,,99.6,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41368,5-HT3,HTR3A,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41370,5-HT6,HTR6,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-LSD,HUMAN,CLONED,,120.3,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41371,5-HT7,HTR7,5730,"2-{4-[4-(7-Methoxy-naphthalen-1-yl)piperazin-1-yl]-butyl}-4-methyl-2H-[1,2,4]triazine-3,5-dione",,,,3H-LSD,HUMAN,CLONED,,9.1,"Kumar JS, et al., 2006",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16392798&query_hl=9&itool=pubmed_docsum
41610,5-HT1A,HTR1A,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-8-OH-DPAT,HUMAN,CLONED,,13.9,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41611,5-HT1B,HTR1B,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-GR-125743,HUMAN,CLONED,,406.8,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41612,5-HT1D,HTR1D,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-GR-125743,HUMAN,CLONED,,476.2,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41613,5-HT1E,HTR1E,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-5HT,HUMAN,CLONED,,393.4,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41614,5-HT2A,HTR2A,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-KETANSERIN,HUMAN,CLONED,,10.9,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41615,5-HT2C,HTR2C,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-MESULERGINE,RAT,CLONED,,11.9,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41616,5-HT3,HTR3A,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-ZACOPRIDE,HUMAN,CLONED,,272.2,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41618,5-HT6,HTR6,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-LSD,HUMAN,CLONED,,11.6,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
